Date,AEP,BA,CAT,CNP,CVX,DIS,DTE,ED,GD,GE,HON,HPQ,IBM,IP,JNJ,KO,KR,MMM,MO,MRK,MSI,PG,XOM
1962-01-02,0.8940955400466919,0.19093090295791626,0.46233266592025757,0.28411614894866943,0.30796992778778076,0.05705484747886658,0.38657402992248535,0.24080918729305267,0.16817009449005127,0.6172444224357605,0.9704411029815674,0.03893307223916054,1.4553720951080322,0.8301268815994263,0.06034132465720177,0.0447443462908268,0.031858932226896286,0.5549418926239014,0.0023844577372074127,0.06374242156744003,0.6134798526763916,0.2444601058959961,0.08875366300344467
1962-01-03,0.8924667239189148,0.1947495937347412,0.4668359160423279,0.28133994340896606,0.30727478861808777,0.05782066658139229,0.38339224457740784,0.24080918729305267,0.1737993210554123,0.6110513210296631,0.9813689589500427,0.03851577639579773,1.4680947065353394,0.818794310092926,0.05940309911966324,0.04374747723340988,0.03252822160720825,0.5591145753860474,0.002340707927942276,0.061071641743183136,0.6116966605186462,0.2417883723974228,0.09007177501916885
1962-01-04,0.8794388175010681,0.19284029304981232,0.4788442850112915,0.28133994340896606,0.304494172334671,0.05782066658139229,0.3802105784416199,0.24006600677967072,0.17450295388698578,0.6038265228271484,0.9879268407821655,0.0376814641058445,1.4534635543823242,0.8159612417221069,0.058778066188097,0.044079866260290146,0.03239437937736511,0.5591145753860474,0.0023571138735860586,0.06044851988554001,0.6063464879989624,0.23778069019317627,0.09029148519039154
1962-01-05,0.8598953485488892,0.18902158737182617,0.48334747552871704,0.27455323934555054,0.2968466579914093,0.05801224336028099,0.3722565174102783,0.23486332595348358,0.17520666122436523,0.5883438587188721,0.9857409596443176,0.03684746101498604,1.4248394966125488,0.8244598507881165,0.05783990025520325,0.04308299347758293,0.031591176986694336,0.5445107817649841,0.0023844577372074127,0.058400820940732956,0.6027801632881165,0.2361108958721161,0.08831432461738586
1962-01-08,0.8533806204795837,0.1894988864660263,0.4863496422767639,0.2714681625366211,0.29545652866363525,0.05782066658139229,0.37305161356925964,0.235978364944458,0.17802110314369202,0.5873116850852966,0.9901125431060791,0.03740368410944939,1.3981244564056396,0.807461678981781,0.05690203607082367,0.04264001175761223,0.03145734220743179,0.5413815975189209,0.002368050394579768,0.058578819036483765,0.5920796394348145,0.22976557910442352,0.08809462189674377
1962-01-09,0.8468659520149231,0.18997634947299957,0.49085307121276855,0.2714681625366211,0.2996278405189514,0.05896961688995361,0.37384727597236633,0.23560653626918793,0.17872481048107147,0.5904077291488647,0.9879268407821655,0.037959568202495575,1.4146621227264404,0.7961283922195435,0.05752737075090408,0.04341522231698036,0.03078804351389408,0.5413815975189209,0.0023243010509759188,0.05884596332907677,0.5778130292892456,0.2294318974018097,0.08787496387958527
1962-01-10,0.8598953485488892,0.18997634947299957,0.4848490059375763,0.2714681625366211,0.2996278405189514,0.05954379215836525,0.3754381239414215,0.23486332595348358,0.18083584308624268,0.5935046076774597,0.9682555794715881,0.03823765367269516,1.4172066450119019,0.790462076663971,0.058778066188097,0.043636731803417206,0.031055744737386703,0.5351226329803467,0.002313365926966071,0.05982521176338196,0.590296745300293,0.2300996482372284,0.08743555843830109
1962-01-11,0.8582667708396912,0.19188551604747772,0.49235379695892334,0.2702343463897705,0.30727478861808777,0.0612669438123703,0.3770289421081543,0.235978364944458,0.1899830847978592,0.594537079334259,0.9682555794715881,0.03809875249862671,1.4324729442596436,0.790462076663971,0.05846523866057396,0.044079866260290146,0.030520305037498474,0.5330360531806946,0.0023078983649611473,0.06000334396958351,0.5867298245429993,0.22976557910442352,0.08831432461738586
1962-01-12,0.8712950348854065,0.1971360296010971,0.4953562617301941,0.2727022171020508,0.30657947063446045,0.059352826327085495,0.3810064196586609,0.2378363311290741,0.19139041006565094,0.5862791538238525,0.9595118165016174,0.03782065212726593,1.4350175857543945,0.7876293659210205,0.05783990025520325,0.04374747723340988,0.030921898782253265,0.5226051211357117,0.002313365926966071,0.05982521176338196,0.5992133617401123,0.23110166192054749,0.08963243663311005
1962-01-15,0.8598953485488892,0.19331756234169006,0.49385514855384827,0.2727022171020508,0.3017132580280304,0.059352826327085495,0.3754381239414215,0.23857954144477844,0.18716861307621002,0.5924721360206604,0.9420270323753357,0.03726446256041527,1.4413787126541138,0.7734628319740295,0.05783990025520325,0.04330446943640709,0.030654150992631912,0.5278208255767822,0.0022969588171690702,0.05929108336567879,0.6223975419998169,0.22976557910442352,0.08963243663311005
1962-01-16,0.8566387295722961,0.19188551604747772,0.4893246293067932,0.2727022171020508,0.3024083971977234,0.05782066658139229,0.3754381239414215,0.2352350503206253,0.1829465925693512,0.5976334810256958,0.9289128184318542,0.03684746101498604,1.4261119365692139,0.7706298232078552,0.05752737075090408,0.042529262602329254,0.030921898782253265,0.5372090935707092,0.002198511501774192,0.058578819036483765,0.620613694190979,0.23077192902565002,0.08897335082292557
1962-01-17,0.8582667708396912,0.19236285984516144,0.4878145158290863,0.27208518981933594,0.3003230690956116,0.05590645223855972,0.3754381239414215,0.23486332595348358,0.17802110314369202,0.5842149257659912,0.9310991764068604,0.03670826554298401,1.4032131433486938,0.7649632096290588,0.05783990025520325,0.04120032861828804,0.030654150992631912,0.5330360531806946,0.002187574515119195,0.057154394686222076,0.6009964346885681,0.2227218747138977,0.088533915579319
1962-01-18,0.8631526231765747,0.19331756234169006,0.4983859658241272,0.2702343463897705,0.304494172334671,0.05705484747886658,0.37305161356925964,0.23486332595348358,0.1829465925693512,0.5904077291488647,0.9310991764068604,0.036569371819496155,1.407029390335083,0.7677965760231018,0.05737091228365898,0.040369663387537,0.030921898782253265,0.5372090935707092,0.002187574515119195,0.05822284519672394,0.6027801632881165,0.2237279862165451,0.08875366300344467
1962-01-19,0.8631526231765747,0.20238684117794037,0.5074477195739746,0.2708512246608734,0.30310386419296265,0.058203842490911484,0.3714609742164612,0.23449154198169708,0.18716861307621002,0.5955694317817688,0.9310991764068604,0.03865496814250946,1.408301591873169,0.7649632096290588,0.05799632892012596,0.041643328964710236,0.030520305037498474,0.5309497714042664,0.002231323393061757,0.05929108336567879,0.5956458449363708,0.2237279862165451,0.08941275626420975
1962-01-22,0.8566387295722961,0.20190933346748352,0.5059375762939453,0.26714953780174255,0.304494172334671,0.05916120484471321,0.3746427297592163,0.23412008583545685,0.18505768477916718,0.5976334810256958,0.920171320438385,0.03893307223916054,1.4057575464248657,0.7677965760231018,0.05737091228365898,0.041975539177656174,0.03078804351389408,0.534079372882843,0.002231323393061757,0.05875694751739502,0.6045630574226379,0.2240636795759201,0.08963243663311005
1962-01-23,0.8566387295722961,0.20238684117794037,0.4953654110431671,0.2714681625366211,0.3024083971977234,0.05896961688995361,0.37305161356925964,0.23114730417728424,0.1843540370464325,0.5862791538238525,0.920171320438385,0.03837685286998749,1.3917627334594727,0.7649632096290588,0.05690203607082367,0.04108939692378044,0.030679935589432716,0.53199303150177,0.0021930430084466934,0.058400820940732956,0.5956458449363708,0.2237279862165451,0.08897335082292557
1962-01-24,0.8582667708396912,0.203341543674469,0.49234524369239807,0.2677662968635559,0.3010181486606598,0.058203842490911484,0.3698700964450836,0.23040394484996796,0.1829465925693512,0.5976334810256958,0.9114281535148621,0.03782065212726593,1.3993960618972778,0.7592969536781311,0.05674565210938454,0.040646422654390335,0.030544765293598175,0.5361655950546265,0.002187574515119195,0.05884596332907677,0.5974301099777222,0.22171559929847717,0.08897335082292557
1962-01-25,0.8566387295722961,0.2081146538257599,0.4953654110431671,0.2739362120628357,0.3017132580280304,0.05743803456425667,0.36907458305358887,0.22668768465518951,0.18857574462890625,0.5914402008056641,0.9092414379119873,0.03782065212726593,1.384130597114563,0.7592969536781311,0.05658946558833122,0.040314167737960815,0.03027443215250969,0.5330360531806946,0.0022285899613052607,0.058578819036483765,0.5813793540000916,0.2227218747138977,0.08919309079647064
1962-01-26,0.8452378511428833,0.20716004073619843,0.4953654110431671,0.27517011761665344,0.3037989139556885,0.05705484747886658,0.3698700964450836,0.22668768465518951,0.19068671762943268,0.5893759727478027,0.9004999995231628,0.03782065212726593,1.3771334886550903,0.7507975101470947,0.056433092802762985,0.03987118601799011,0.030544765293598175,0.5351226329803467,0.0022094498854130507,0.057154394686222076,0.5760294795036316,0.22070926427841187,0.08963243663311005
